101	1054	4	11.35
230	449	10	115.82
597	1844	6	94.82
117	194	4	15.12
12	336	20	60.71
1995	14	4	11.18
872	14	4	5.37
101	799	6	19.05
7263	103	3	25.08
117	6712	3	34.97
2468	106	4	26.18
12	591	6	10.54
119	556	4	25.08
147	109	4	5.82
12	2684	3	9.81
1796	121	3	24.63
103	6175	3	25.08
455	142	4	29.68
267	272	3	24.6
1733	12	3	6.99
494	102	7	23.52
375	103	26	168.38
160	207	48	599.03
317	3339	3	41.75
491	5945	3	51.5
155	110	3	4.91
138	216	3	14.55
101	3697	5	34.31
107	6003	3	27.46
233	426	24	337.03
102	3019	3	15.23
12	1862	8	41.34
